,snr,ch,packet,nn_loss,bl_loss
417,40.0,E,417,0.01147,0.02526
5858,16.0,D,5858,0.01067,0.00915
3232,20.0,C,3232,0.06148,0.00562
4955,20.0,E,4955,0.00336,0.0071
9152,40.0,A,9152,0.01974,0.0001
561,16.0,D,561,0.07544,0.014
9188,32.0,A,9188,0.04783,0.00035
2715,20.0,B,2715,0.03046,0.00574
7925,36.0,C,7925,0.00064,0.00823
6183,40.0,A,6183,0.01655,4e-05
3619,36.0,D,3619,0.00757,0.00056
5772,16.0,B,5772,0.00824,0.01734
6217,40.0,D,6217,0.03988,0.00073
4617,32.0,D,4617,0.0117,0.00065
3412,20.0,E,3412,0.03331,0.00815
5983,32.0,F,5983,0.04865,0.03147
3773,20.0,F,3773,0.01052,0.04531
3867,16.0,D,3867,0.0037,0.02792
8149,32.0,C,8149,0.11242,0.00015
3752,24.0,E,3752,0.0026,0.02304
843,32.0,A,843,0.05155,0.00017
5229,32.0,A,5229,0.03123,0.00033
4779,28.0,B,4779,0.01113,0.00068
7640,36.0,D,7640,0.00663,0.00097
2751,28.0,F,2751,0.00956,0.02161
3830,36.0,D,3830,0.04285,0.01244
8288,40.0,F,8288,0.04703,0.07241
946,40.0,B,946,0.00527,0.00049
7671,36.0,E,7671,0.01757,0.01944
593,24.0,C,593,0.00426,0.00497
969,24.0,A,969,0.01672,0.00255
2751,32.0,C,2751,0.0048,0.00262
6475,24.0,D,6475,0.05828,0.01316
6931,20.0,F,6931,0.00684,0.06692
642,32.0,F,642,0.00129,0.0102
7011,24.0,E,7011,0.01425,0.10044
2733,20.0,D,2733,0.0143,0.00834
9435,32.0,B,9435,0.00694,0.0004
7111,36.0,B,7111,0.00985,0.00027
4786,28.0,D,4786,0.22044,0.00153
3344,20.0,B,3344,0.00636,0.00686
1069,24.0,D,1069,0.16335,0.00529
3291,36.0,D,3291,0.00422,0.00206
7003,28.0,F,7003,0.13163,0.0589
289,32.0,F,289,0.06628,0.01922
3004,36.0,B,3004,0.00628,0.001
5519,12.0,D,5519,0.00959,0.02771
1069,36.0,D,1069,0.00225,0.00073
3168,20.0,A,3168,0.03742,0.00701
559,40.0,D,559,0.00222,0.00272
3547,28.0,F,3547,0.01062,0.07287
2074,16.0,C,2074,0.00411,0.01742
9882,36.0,E,9882,0.00266,0.03353
1316,40.0,C,1316,0.0065,0.00162
3406,12.0,D,3406,0.00166,0.06677
2164,40.0,F,2164,0.01441,0.05204
4257,20.0,E,4257,0.00171,0.01756
6681,40.0,F,6681,0.00229,0.01487
7820,16.0,A,7820,0.045,0.01647
5282,32.0,C,5282,0.058,0.00298
5623,36.0,E,5623,0.07479,0.06084
2985,24.0,B,2985,0.04905,0.00294
7364,24.0,D,7364,0.0127,0.00709
2807,40.0,F,2807,0.01918,0.05891
9682,24.0,B,9682,0.00097,0.00139
3998,40.0,F,3998,0.03077,0.06671
8715,40.0,A,8715,0.08514,6e-05
5623,24.0,A,5623,0.05238,0.00214
5481,20.0,C,5481,0.0057,0.00611
5368,32.0,D,5368,0.00966,0.00802
95,40.0,D,95,0.0016,0.0013
2938,20.0,E,2938,0.00092,0.00778
8646,36.0,A,8646,0.00609,0.0001
1765,40.0,B,1765,0.08421,0.00011
5298,20.0,A,5298,0.07184,0.00436
7733,24.0,D,7733,0.01116,0.00297
537,24.0,D,537,0.06617,0.00364
1750,40.0,D,1750,0.01277,0.01141
9788,24.0,F,9788,0.00336,0.00581
8038,36.0,D,8038,0.07983,0.00399
2247,32.0,C,2247,0.02038,0.00174
7860,36.0,E,7860,0.01572,0.01143
3317,16.0,D,3317,0.00731,0.02898
6558,36.0,E,6558,0.01025,0.10122
8276,40.0,C,8276,0.00319,0.00074
4378,16.0,C,4378,0.12059,0.01254
1474,32.0,B,1474,0.00961,0.00045
5107,36.0,E,5107,0.02079,0.01412
1493,28.0,B,1493,0.07386,0.00081
6144,28.0,F,6144,0.00732,0.00908
2756,36.0,F,2756,0.00816,0.00144
7022,12.0,C,7022,0.09537,0.03332
7120,28.0,F,7120,0.01787,0.01684
6682,16.0,D,6682,0.00138,0.03664
9325,16.0,D,9325,0.04492,0.06852
393,24.0,E,393,0.03592,0.0036
7751,40.0,E,7751,0.00118,0.00066
1603,24.0,D,1603,0.0069,0.00328
3067,28.0,D,3067,0.03219,0.00086
5583,16.0,E,5583,0.01887,0.01438
3641,20.0,E,3641,0.07724,0.00883
7737,16.0,A,7737,0.0772,0.01641
622,24.0,C,622,0.00421,0.00277
2542,28.0,F,2542,0.01322,0.04247
4581,16.0,B,4581,0.00593,0.00594
6270,20.0,B,6270,0.07872,0.00975
7439,32.0,E,7439,0.0079,0.02467
2981,36.0,D,2981,0.0033,0.00218
5487,32.0,D,5487,0.00262,0.00645
8958,40.0,B,8958,0.02491,0.00034
604,40.0,F,604,0.00825,0.03488
4543,16.0,A,4543,0.03993,0.01181
5213,36.0,F,5213,0.04772,0.07691
546,20.0,B,546,0.02567,0.00532
4886,12.0,C,4886,0.0021,0.02867
2258,24.0,A,2258,0.00641,0.00169
3450,28.0,B,3450,0.02097,0.00195
3019,28.0,B,3019,0.10695,0.00033
4809,40.0,C,4809,0.35003,0.00068
1089,32.0,C,1089,0.00489,0.00103
2881,20.0,B,2881,0.05526,0.00349
8031,36.0,C,8031,0.1501,0.00161
4562,20.0,C,4562,0.03642,0.00817
6588,32.0,F,6588,0.02841,0.06942
6647,32.0,A,6647,0.02696,0.00028
4937,16.0,E,4937,0.02851,0.07766
8694,16.0,C,8694,0.01155,0.01256
9725,24.0,C,9725,0.14266,0.00241
2509,40.0,D,2509,0.01942,0.00435
6623,28.0,A,6623,0.01917,0.00053
2994,12.0,C,2994,0.05895,0.02179
169,28.0,B,169,0.02313,0.00095
6920,12.0,B,6920,0.04262,0.03369
2864,12.0,B,2864,0.00409,0.03235
3711,36.0,A,3711,0.01805,0.00013
3078,36.0,B,3078,0.00736,8e-05
2900,28.0,D,2900,0.01088,0.00581
1106,16.0,F,1106,0.01444,0.02564
2953,24.0,A,2953,0.01457,0.00276
7212,12.0,C,7212,0.07393,0.01693
5818,28.0,C,5818,0.01637,0.00673
3272,40.0,B,3272,0.0112,0.00098
4848,36.0,B,4848,0.03266,0.00136
7057,32.0,B,7057,0.00151,0.00067
962,28.0,A,962,0.00726,0.001
1745,24.0,F,1745,0.03562,0.02308
999,12.0,B,999,0.02984,0.01458
778,24.0,F,778,0.00849,0.1375
5117,20.0,C,5117,0.01062,0.0047
2235,24.0,F,2235,0.00544,0.01524
8986,24.0,E,8986,0.00232,0.07845
3037,32.0,C,3037,0.28773,0.00848
6878,24.0,D,6878,0.00301,0.00585
6031,20.0,B,6031,0.00053,0.00469
3608,28.0,C,3608,0.02633,0.00125
7094,32.0,F,7094,0.0254,0.06235
426,32.0,B,426,0.00785,0.00163
8599,40.0,A,8599,0.01434,7e-05
67,20.0,B,67,0.06067,0.00347
2602,20.0,C,2602,0.01098,0.00878
2523,20.0,B,2523,0.10812,0.00197
444,24.0,F,444,0.0291,0.00822
6411,16.0,B,6411,0.03658,0.01783
3644,32.0,F,3644,0.02651,0.04128
4820,32.0,E,4820,0.00784,0.01119
8371,20.0,A,8371,0.08411,0.00384
9938,16.0,F,9938,0.01362,0.04105
2054,36.0,C,2054,0.03417,0.01848
1339,40.0,F,1339,0.05425,0.01563
3757,40.0,A,3757,0.02258,1e-05
4946,24.0,D,4946,0.00152,0.0063
7389,32.0,B,7389,0.10368,0.00074
8370,20.0,B,8370,0.02106,0.00572
1151,32.0,E,1151,0.02638,0.00844
3192,16.0,A,3192,0.05384,0.02296
7635,40.0,B,7635,0.04016,0.00144
8046,24.0,D,8046,0.12161,0.01594
4482,36.0,B,4482,0.69916,0.00012
8738,32.0,D,8738,0.00614,0.00616
3727,28.0,F,3727,0.02289,0.03832
6623,20.0,D,6623,0.01293,0.00699
694,20.0,F,694,0.02702,0.04418
8960,36.0,E,8960,0.0051,0.01977
2911,36.0,B,2911,0.00919,0.00068
7350,12.0,B,7350,0.15916,0.0454
7169,40.0,E,7169,0.01221,0.00317
8809,36.0,F,8809,0.0115,0.02372
3128,32.0,B,3128,0.01311,0.00054
9885,20.0,E,9885,0.00353,0.05032
5194,12.0,F,5194,0.07957,0.03908
2368,40.0,B,2368,0.05329,0.00038
6042,24.0,B,6042,0.11722,0.00104
225,40.0,F,225,0.03991,0.02266
4900,20.0,E,4900,0.04679,0.00991
8224,24.0,A,8224,0.03919,0.00184
4371,32.0,A,4371,0.02922,0.00073
9727,32.0,F,9727,0.0293,0.03589
8707,16.0,E,8707,0.01773,0.03064
9639,20.0,F,9639,0.05204,0.02689
2311,40.0,D,2311,0.04692,0.001
9191,24.0,D,9191,0.00351,0.00605
4740,40.0,C,4740,0.09052,0.00156
1328,28.0,B,1328,0.00144,0.00084
7717,16.0,E,7717,0.01167,0.02618
5025,24.0,B,5025,0.03544,0.00145
9785,24.0,B,9785,0.35426,0.00085
9035,28.0,B,9035,0.00585,0.00212
6150,24.0,C,6150,0.42645,0.00233
2601,28.0,E,2601,0.00059,0.00321
2705,40.0,B,2705,0.00832,0.00066
4818,20.0,E,4818,0.02086,0.02163
9233,40.0,C,9233,0.0013,0.00023
3622,20.0,A,3622,0.03049,0.00455
5315,20.0,B,5315,0.06025,0.00394
9448,32.0,B,9448,0.023,0.00055
6054,32.0,A,6054,0.11625,0.00036
7108,32.0,B,7108,0.02449,0.00039
2098,40.0,F,2098,0.02312,0.01275
3861,20.0,C,3861,0.007,0.00577
6343,16.0,D,6343,0.09152,0.0382
6167,32.0,C,6167,0.08215,0.00164
354,28.0,C,354,0.30452,0.0017
369,16.0,B,369,0.00923,0.00933
2162,24.0,F,2162,0.00499,0.03714
1863,40.0,B,1863,0.02945,0.00011
6406,28.0,F,6406,0.036,0.02888
9191,20.0,B,9191,0.04447,0.00589
8521,16.0,D,8521,0.01524,0.02796
6505,24.0,F,6505,0.00406,0.01573
6862,40.0,A,6862,0.01796,3e-05
1285,36.0,D,1285,0.03749,0.01657
431,16.0,F,431,0.0087,0.0447
5880,36.0,E,5880,0.07901,0.01992
3343,40.0,B,3343,0.00381,6e-05
9696,36.0,B,9696,0.01096,0.00084
4746,32.0,D,4746,0.0168,0.00448
2083,24.0,C,2083,0.01812,0.00249
6137,20.0,B,6137,0.0849,0.00442
3666,40.0,A,3666,0.02223,5e-05
1814,12.0,A,1814,0.03106,0.01988
5137,16.0,D,5137,0.04024,0.01265
4232,28.0,D,4232,0.02936,0.00274
7771,20.0,D,7771,0.00236,0.01786
4924,28.0,D,4924,0.05227,0.02415
5026,12.0,F,5026,0.01018,0.03326
5176,24.0,B,5176,0.01396,0.00335
3490,20.0,C,3490,0.13316,0.00854
6222,28.0,A,6222,0.03861,0.00081
8545,16.0,A,8545,0.06711,0.01074
7952,32.0,E,7952,0.0036,0.00081
6464,12.0,D,6464,0.05028,0.04202
8955,12.0,A,8955,0.04417,0.01699
921,28.0,D,921,0.01645,0.00054
7910,24.0,D,7910,0.05126,0.00753
8507,36.0,F,8507,0.0202,0.01448
4770,20.0,B,4770,0.00074,0.00405
5779,32.0,F,5779,0.0124,0.02194
7660,36.0,A,7660,0.022,5e-05
4544,20.0,D,4544,0.03264,0.00732
4940,32.0,E,4940,0.01573,0.01683
8283,40.0,C,8283,0.29164,0.00185
2661,20.0,B,2661,0.01186,0.00317
1060,36.0,A,1060,0.01426,0.00012
6724,20.0,F,6724,0.50117,0.04763
4698,36.0,B,4698,0.02047,0.00159
4779,16.0,B,4779,0.75812,0.76885
9709,20.0,E,9709,0.02436,0.02862
4393,36.0,D,4393,0.00269,0.00203
961,36.0,C,961,0.03262,0.00127
416,16.0,E,416,0.02719,0.04973
4037,32.0,C,4037,0.01305,0.00062
2189,32.0,F,2189,0.02121,0.02405
2968,20.0,D,2968,0.05221,0.00521
4438,32.0,E,4438,0.0214,0.00209
9299,28.0,F,9299,0.02647,0.0287
7670,36.0,B,7670,0.02636,0.00026
1533,24.0,C,1533,0.00427,0.00637
871,40.0,F,871,0.02693,0.06308
8064,24.0,E,8064,0.04318,0.073
3432,12.0,E,3432,0.00679,0.01532
4286,12.0,E,4286,0.08348,0.08279
4404,36.0,A,4404,0.03659,0.00018
6265,32.0,D,6265,0.003,0.00122
1235,20.0,C,1235,0.01192,0.01302
4606,12.0,C,4606,0.13243,0.05437
2049,28.0,C,2049,0.24838,0.00227
9233,32.0,D,9233,0.00158,0.00038
8768,36.0,E,8768,0.06886,0.03784
6680,40.0,B,6680,0.04124,9e-05
9720,16.0,C,9720,0.01434,0.01497
6805,16.0,F,6805,0.00808,0.07057
4238,28.0,D,4238,0.17255,0.02073
5913,36.0,C,5913,0.03141,0.0064
1518,24.0,B,1518,0.00367,0.0019
9621,16.0,B,9621,0.01262,0.00976
4906,32.0,E,4906,0.01589,0.01175
3692,12.0,A,3692,0.07539,0.03132
9583,28.0,C,9583,0.34546,0.00459
4455,24.0,F,4455,0.06662,0.02457
3114,36.0,B,3114,0.0002,0.0004
127,20.0,F,127,0.032,0.14419
8551,28.0,B,8551,0.02696,0.00081
5971,24.0,C,5971,0.0383,0.00239
6588,12.0,F,6588,0.06578,0.05193
6888,24.0,C,6888,0.02179,0.00518
2009,20.0,F,2009,0.02118,0.10391
7225,32.0,D,7225,0.01933,0.0009
4225,12.0,F,4225,0.01223,0.02559
4363,32.0,C,4363,0.01605,0.00067
3975,40.0,A,3975,0.01982,7e-05
2649,24.0,A,2649,0.03922,0.00171
3815,16.0,D,3815,0.05843,0.01736
8617,40.0,A,8617,0.00665,5e-05
1963,20.0,E,1963,0.00422,0.00793
3362,12.0,E,3362,0.0058,0.03964
1558,16.0,B,1558,0.00422,0.01116
3999,32.0,C,3999,0.00358,0.00228
8998,32.0,C,8998,0.04109,0.00036
196,24.0,F,196,0.04563,0.03893
4189,40.0,B,4189,1.79235,8e-05
5834,20.0,B,5834,0.01496,0.00908
537,24.0,E,537,0.02273,0.01562
4239,28.0,E,4239,0.02124,0.01273
8170,12.0,A,8170,0.05735,0.02956
1722,20.0,C,1722,0.28551,0.00782
8294,32.0,A,8294,0.01111,0.00018
1333,20.0,E,1333,0.16522,0.01832
1906,24.0,C,1906,0.00232,0.00957
9493,40.0,B,9493,0.0188,0.00014
5593,28.0,E,5593,0.03333,0.01192
8335,20.0,C,8335,0.02038,0.00624
3080,36.0,D,3080,0.01076,0.00041
8789,20.0,A,8789,0.00645,0.00257
6953,16.0,A,6953,0.09036,0.0097
2969,16.0,F,2969,0.02453,0.03626
3457,12.0,F,3457,0.03381,0.02389
7872,28.0,B,7872,0.00464,0.00082
8369,24.0,E,8369,0.03167,0.0089
2951,40.0,D,2951,0.05893,0.00061
4957,16.0,A,4957,0.03415,0.01075
3259,28.0,A,3259,0.01814,0.00152
7749,36.0,E,7749,0.00619,0.03295
6678,24.0,D,6678,0.04262,0.01147
8946,36.0,C,8946,0.03057,0.00092
419,20.0,F,419,0.01594,0.00804
4223,16.0,C,4223,0.01486,0.02313
3808,12.0,A,3808,0.08341,0.0198
2449,12.0,E,2449,0.03435,0.02752
8216,20.0,B,8216,0.00235,0.00606
8408,28.0,B,8408,0.01907,0.00148
4147,32.0,D,4147,0.01622,0.01888
4698,12.0,C,4698,0.07078,0.02809
2238,16.0,C,2238,0.00564,0.00981
3377,32.0,B,3377,0.00645,0.00066
3566,36.0,D,3566,0.00986,0.00142
3645,32.0,C,3645,0.00209,0.0032
7241,16.0,C,7241,0.33122,0.01767
4336,16.0,C,4336,0.00247,0.01289
5081,12.0,F,5081,0.02856,0.05834
351,24.0,B,351,0.07293,0.0023
9590,16.0,D,9590,0.0656,0.01077
6791,28.0,E,6791,0.03185,0.00781
678,24.0,F,678,0.01162,0.00275
6619,32.0,C,6619,0.02102,0.01115
8651,32.0,B,8651,0.05553,0.00039
1510,24.0,E,1510,0.02083,0.01105
7155,12.0,C,7155,0.08957,0.04303
6071,24.0,B,6071,0.00167,0.00242
9517,36.0,F,9517,0.0084,0.01774
9507,36.0,A,9507,0.02015,0.0001
9211,28.0,F,9211,0.00812,0.00568
4657,28.0,C,4657,0.00986,0.00102
4213,16.0,F,4213,0.02,0.03514
3225,16.0,B,3225,0.00293,0.01085
871,40.0,D,871,0.01028,0.01169
8504,40.0,D,8504,0.00235,0.00147
2038,24.0,A,2038,0.06622,0.00338
8614,28.0,C,8614,0.00072,0.00121
2358,32.0,E,2358,0.01193,0.00376
6384,40.0,D,6384,0.0015,0.00354
129,24.0,D,129,0.00411,0.0095
8475,24.0,D,8475,0.00102,0.00214
3491,12.0,B,3491,0.03738,0.03006
3989,16.0,E,3989,0.0869,0.04407
444,32.0,A,444,0.01744,0.00046
6803,16.0,B,6803,0.00628,0.00847
5544,16.0,E,5544,0.02494,0.01166
4865,20.0,F,4865,0.00659,0.00651
4138,16.0,F,4138,0.01223,0.13906
7028,40.0,D,7028,0.00664,0.00653
5405,12.0,D,5405,0.00851,0.02069
5127,28.0,A,5127,0.02721,0.00074
4537,36.0,C,4537,0.05449,0.00435
3831,20.0,D,3831,0.04188,0.00633
4905,28.0,D,4905,0.00068,0.00141
3228,20.0,F,3228,0.00674,0.03222
6471,16.0,B,6471,0.0023,0.00737
7475,24.0,E,7475,0.01943,0.03647
6036,24.0,F,6036,0.01065,0.08641
6663,16.0,A,6663,0.06409,0.01653
9816,32.0,C,9816,0.02862,0.00262
2940,24.0,B,2940,0.03056,0.00532
2692,12.0,F,2692,0.06321,0.10949
9392,32.0,C,9392,0.01563,0.00233
9295,32.0,C,9295,0.1377,0.00033
7487,20.0,E,7487,0.01492,0.0053
2786,36.0,C,2786,0.01224,0.00116
4766,16.0,D,4766,0.11469,0.01002
7617,24.0,F,7617,0.02527,0.0494
1743,12.0,E,1743,0.10372,0.09716
1927,24.0,F,1927,0.02729,0.03201
1052,40.0,C,1052,0.00251,0.00062
1707,36.0,F,1707,0.0013,0.02202
3880,24.0,B,3880,0.01198,0.00137
9406,20.0,F,9406,0.11438,0.02959
97,24.0,E,97,0.06193,0.05129
4145,36.0,B,4145,0.06545,0.00058
8546,28.0,C,8546,0.02356,0.00166
3232,24.0,E,3232,0.021,0.00627
3670,20.0,E,3670,0.00417,0.00569
822,36.0,E,822,0.02164,0.00369
436,28.0,F,436,0.02494,0.02161
2355,36.0,C,2355,0.0174,0.00277
7557,32.0,D,7557,0.02648,0.00256
6229,16.0,F,6229,0.07708,0.03366
8218,36.0,F,8218,0.03825,0.15303
6872,36.0,A,6872,0.02594,0.00011
6806,32.0,F,6806,0.00494,0.00642
5465,28.0,C,5465,0.03562,0.00401
8955,40.0,F,8955,0.00992,0.02656
5665,24.0,A,5665,0.01956,0.00196
1945,20.0,F,1945,0.01156,0.01587
139,20.0,C,139,0.01188,0.00557
7181,32.0,D,7181,0.00241,0.00847
6967,12.0,C,6967,0.07692,0.03846
6109,40.0,D,6109,0.00714,0.00018
5527,12.0,A,5527,0.11754,0.03157
2671,28.0,D,2671,0.00286,0.00145
9207,24.0,C,9207,0.41395,0.00352
8549,36.0,F,8549,0.02091,0.01561
6703,40.0,A,6703,0.00963,9e-05
5328,24.0,E,5328,0.01751,0.00564
1682,12.0,B,1682,0.01882,0.02625
8042,24.0,D,8042,0.01637,0.00668
605,36.0,D,605,0.00465,0.00948
1840,32.0,A,1840,0.02931,0.0002
5629,16.0,A,5629,0.03263,0.00992
4364,12.0,A,4364,0.0834,0.02598
5599,16.0,D,5599,0.04612,0.01066
5060,40.0,E,5060,0.00715,0.00956
9531,36.0,B,9531,0.00211,0.00048
9490,32.0,F,9490,0.0059,0.03049
9013,24.0,A,9013,0.0667,0.0017
1539,32.0,E,1539,0.0102,0.00221
5698,32.0,A,5698,0.04298,0.00033
9818,24.0,B,9818,0.00079,0.00441
9589,16.0,F,9589,0.01046,0.02662
177,32.0,F,177,0.00315,0.00354
5148,16.0,B,5148,0.0063,0.01938
9472,28.0,E,9472,0.02972,0.00854
2475,24.0,F,2475,0.0536,0.00553
3874,32.0,E,3874,0.00678,0.0074
2868,28.0,A,2868,0.10343,0.00075
4374,16.0,C,4374,0.02116,0.01508
9730,28.0,A,9730,0.02162,0.00096
8032,24.0,D,8032,0.0303,0.005
1777,40.0,F,1777,0.08709,0.03171
2689,40.0,C,2689,0.00804,0.00061
7881,28.0,A,7881,0.0188,0.00148
5001,32.0,A,5001,0.03758,0.0001
8680,28.0,F,8680,0.01451,0.01425
6121,16.0,C,6121,0.02063,0.01155
7496,24.0,B,7496,0.0244,0.0021
1950,32.0,E,1950,0.09994,0.05021
3691,12.0,E,3691,0.00351,0.02576
6774,12.0,A,6774,0.01267,0.02171
3549,24.0,A,3549,0.0319,0.00135
5433,12.0,A,5433,0.11911,0.02764
6197,28.0,C,6197,0.00957,0.00268
4461,12.0,D,4461,0.04112,0.03027
3658,24.0,A,3658,0.02087,0.00161
5340,28.0,F,5340,0.01079,0.16184
5840,36.0,A,5840,0.02187,0.00019
9666,16.0,A,9666,0.02345,0.00499
6593,32.0,F,6593,0.02153,0.05977
3706,20.0,A,3706,0.016,0.00471
1345,24.0,F,1345,0.03875,0.01817
5619,32.0,C,5619,0.05656,0.00135
5225,32.0,C,5225,0.01008,0.00451
2161,36.0,C,2161,0.00066,0.00066
7988,16.0,F,7988,0.01896,0.10159
1671,36.0,F,1671,0.02166,0.03921
303,20.0,F,303,0.01263,0.07788
5312,32.0,A,5312,0.03,0.00023
5487,40.0,A,5487,0.07157,4e-05
4198,28.0,B,4198,0.00859,0.00037
4073,32.0,D,4073,0.00634,0.00067
7066,16.0,A,7066,0.03764,0.01035
9067,40.0,C,9067,0.01152,0.0063
4221,16.0,F,4221,0.00666,0.0213
4118,20.0,E,4118,0.01105,0.01223
8642,24.0,D,8642,0.00269,0.01629
3853,24.0,B,3853,0.00153,0.0007
6116,16.0,D,6116,0.00118,0.01538
4201,16.0,B,4201,0.00148,0.01364
5482,12.0,C,5482,0.01989,0.03077
4501,16.0,E,4501,0.00317,0.02894
5008,16.0,A,5008,0.04748,0.01399
530,16.0,D,530,0.01242,0.05198
354,20.0,B,354,0.00289,0.00577
1899,28.0,B,1899,0.00527,0.00257
9473,20.0,B,9473,0.01062,0.00807
305,28.0,A,305,0.02641,0.00094
4514,24.0,D,4514,0.00057,0.00342
393,16.0,F,393,0.44813,0.03185
1703,28.0,B,1703,0.05524,0.00053
7441,32.0,C,7441,0.01843,0.00148
605,32.0,F,605,0.02291,0.03243
1877,32.0,A,1877,0.01634,0.00028
7204,36.0,C,7204,0.04447,0.0035
2842,32.0,E,2842,0.01066,0.00534
4481,24.0,E,4481,0.0148,0.00675
4993,32.0,B,4993,0.00239,0.00029
1465,28.0,A,1465,0.0223,0.00101
2632,16.0,E,2632,0.0368,0.02394
9912,20.0,D,9912,0.00995,0.00999
1191,16.0,F,1191,0.01321,0.06998
2492,40.0,B,2492,0.0015,0.00039
4718,40.0,D,4718,0.00175,0.00322
5669,20.0,F,5669,0.00998,0.01491
7532,28.0,A,7532,0.02428,0.00088
7308,16.0,B,7308,0.03059,0.01031
5465,20.0,D,5465,0.02596,0.00509
9061,32.0,C,9061,0.00454,0.00215
3002,40.0,F,3002,0.0363,0.01584
1104,32.0,B,1104,0.01232,0.00075
8193,40.0,A,8193,0.03583,6e-05
1926,12.0,C,1926,0.0062,0.03047
195,40.0,D,195,0.00548,0.00865
3679,20.0,B,3679,0.0004,0.00648
9234,20.0,B,9234,0.0115,0.00871
5121,36.0,B,5121,0.02727,0.00042
3533,36.0,D,3533,0.01564,0.00032
1509,24.0,A,1509,0.04783,0.00141
778,16.0,B,778,0.02627,0.01603
3724,16.0,A,3724,0.04604,0.00831
2042,16.0,F,2042,0.01476,0.02317
875,12.0,D,875,0.09192,0.03332
5833,32.0,E,5833,0.06606,0.01082
9680,24.0,A,9680,0.05167,0.0022
7276,36.0,D,7276,0.04516,0.0069
1476,12.0,F,1476,0.04155,0.0442
8793,16.0,D,8793,0.00138,0.03033
6492,28.0,E,6492,0.01047,0.01383
63,28.0,D,63,0.00755,0.00148
5113,36.0,D,5113,0.00477,0.00854
2368,32.0,C,2368,0.01567,0.00031
927,12.0,D,927,0.03255,0.03812
4197,24.0,A,4197,0.02478,0.0015
8315,40.0,E,8315,0.0058,0.00505
7063,24.0,F,7063,0.00344,0.01285
8070,28.0,F,8070,0.00572,0.02118
6609,40.0,B,6609,0.00949,0.0004
7995,36.0,E,7995,0.06733,0.02393
4577,32.0,C,4577,0.00466,0.00161
8331,20.0,C,8331,0.00193,0.00393
2021,36.0,F,2021,0.02082,0.01792
9894,32.0,C,9894,0.00212,0.00034
4851,24.0,B,4851,0.02595,0.00115
8764,20.0,A,8764,0.06428,0.00503
4706,12.0,F,4706,0.03567,0.02532
9494,24.0,C,9494,0.02885,0.00222
7799,40.0,B,7799,0.00138,0.00091
8464,28.0,C,8464,0.00928,0.00149
2119,28.0,D,2119,0.08401,0.00486
4428,40.0,A,4428,0.02641,6e-05
2948,36.0,E,2948,0.01734,0.05067
318,40.0,B,318,0.00683,0.00018
8144,12.0,A,8144,0.05945,0.01967
6728,16.0,E,6728,0.05234,0.02181
5838,24.0,B,5838,0.07314,0.00222
7592,20.0,E,7592,0.02457,0.05916
9113,20.0,F,9113,0.03189,0.09746
7761,16.0,B,7761,0.37588,0.00792
7717,24.0,B,7717,0.00672,0.00684
1730,24.0,D,1730,0.01363,0.00981
5036,24.0,A,5036,0.05899,0.00118
1560,12.0,D,1560,0.06612,0.02784
8575,16.0,B,8575,0.0572,0.00991
6583,16.0,C,6583,0.01325,0.02026
7572,24.0,A,7572,0.01472,0.00186
8667,24.0,E,8667,0.00429,0.00606
6682,28.0,F,6682,0.04303,0.07246
2885,36.0,B,2885,0.01062,0.00063
8642,28.0,C,8642,0.00124,0.00073
703,32.0,A,703,0.05309,0.0005
6553,16.0,B,6553,0.01597,0.01201
4836,24.0,C,4836,0.00593,0.00205
7890,12.0,A,7890,0.16183,0.04093
5888,20.0,B,5888,0.02688,0.00628
5393,36.0,B,5393,0.00277,0.00011
287,36.0,B,287,0.0037,0.00013
8625,20.0,A,8625,0.05468,0.006
6401,24.0,E,6401,0.00394,0.00472
9126,28.0,B,9126,0.00134,0.00052
1699,20.0,C,1699,0.0291,0.0071
1599,24.0,C,1599,0.0032,0.00939
7931,40.0,B,7931,0.04273,0.00011
2433,24.0,E,2433,0.0014,0.01504
2267,12.0,A,2267,0.10599,0.04813
7057,40.0,A,7057,0.04642,2e-05
4805,32.0,D,4805,0.01237,0.00048
3689,20.0,D,3689,0.04767,0.00988
9877,32.0,D,9877,0.00588,0.0003
9286,24.0,A,9286,0.03253,0.00117
8133,16.0,F,8133,0.02163,0.01529
5766,28.0,F,5766,0.04049,0.07409
4310,32.0,C,4310,0.05179,0.00092
3869,24.0,D,3869,0.04248,0.00568
2637,24.0,D,2637,0.00884,0.00335
6445,40.0,C,6445,0.01134,0.00366
7167,36.0,E,7167,0.00352,0.00516
1986,16.0,C,1986,0.11236,0.01379
2649,12.0,B,2649,0.0574,0.02638
6259,36.0,F,6259,0.05653,0.05148
5727,24.0,D,5727,0.01877,0.00198
9983,28.0,D,9983,0.20962,0.0045
3581,24.0,E,3581,0.00891,0.05835
5252,36.0,C,5252,0.0029,0.01105
4590,16.0,D,4590,0.00228,0.0159
6469,36.0,A,6469,0.023,5e-05
5264,36.0,D,5264,0.03351,0.0046
8178,28.0,E,8178,0.03554,0.00406
5437,12.0,D,5437,0.11511,0.06494
9279,36.0,E,9279,0.01748,0.01551
179,32.0,A,179,0.00176,0.00052
3577,32.0,B,3577,0.01491,0.00028
7988,12.0,A,7988,0.02792,0.0292
6127,40.0,D,6127,0.02442,0.00024
8324,20.0,E,8324,0.01048,0.00712
2303,40.0,F,2303,0.04001,0.02993
