,snr,ch,packet,nn_loss,bl_loss
4834,32.0,E,4834,0.02217,0.00379
1502,32.0,D,1502,0.04283,0.00119
1400,12.0,F,1400,0.04551,0.03592
5696,20.0,B,5696,0.12466,0.00193
880,20.0,D,880,0.04463,0.02797
7516,12.0,A,7516,0.091,0.02204
544,12.0,A,544,0.05022,0.06076
4193,24.0,B,4193,0.00935,0.00105
1705,24.0,A,1705,0.04657,0.00096
8223,20.0,E,8223,0.00332,0.01803
1659,16.0,C,1659,0.00749,0.01845
9076,20.0,C,9076,0.00084,0.00449
3310,12.0,E,3310,0.0145,0.03033
9043,32.0,D,9043,0.01082,0.01468
8193,36.0,B,8193,0.00296,7e-05
6935,24.0,B,6935,0.02681,0.00406
9315,16.0,A,9315,0.04685,0.01677
3996,20.0,E,3996,0.00077,0.00901
8317,20.0,F,8317,0.01165,0.01353
8011,36.0,C,8011,0.0928,0.00428
687,40.0,C,687,0.00099,0.00156
4511,28.0,F,4511,0.00433,0.02093
7974,36.0,B,7974,0.0486,0.00013
8864,28.0,D,8864,0.18138,0.01263
6407,20.0,D,6407,0.05287,0.00473
1516,16.0,C,1516,0.01728,0.00954
9783,16.0,A,9783,0.07553,0.01238
5222,20.0,B,5222,0.03017,0.008
6579,24.0,C,6579,0.00234,0.02213
9814,40.0,D,9814,0.00577,0.01208
5677,28.0,D,5677,0.06426,0.00309
9680,32.0,D,9680,0.02144,0.0039
6787,40.0,B,6787,0.00452,0.0004
6273,36.0,B,6273,0.0006,0.00058
2675,12.0,B,2675,0.0243,0.0297
9545,40.0,C,9545,0.02302,0.00017
2852,32.0,D,2852,0.01308,0.00036
9029,36.0,C,9029,0.08613,0.00015
1955,16.0,C,1955,0.01069,0.01928
1317,28.0,F,1317,0.00389,0.06393
5452,16.0,F,5452,0.00424,0.01947
6817,12.0,A,6817,0.09738,0.03026
9417,40.0,E,9417,0.01023,0.02032
3144,40.0,B,3144,0.07633,6e-05
4387,40.0,B,4387,0.05979,8e-05
2094,16.0,C,2094,0.0037,0.00802
181,24.0,E,181,0.003,0.05923
4670,40.0,D,4670,0.03044,0.00198
9450,36.0,F,9450,0.01882,0.04526
1120,24.0,C,1120,0.00293,0.00356
3228,32.0,A,3228,0.01713,0.00034
1834,12.0,B,1834,0.00439,0.0354
2692,12.0,C,2692,0.16296,0.0127
7761,36.0,E,7761,0.02312,0.00624
3919,28.0,E,3919,0.0598,0.00776
5369,32.0,C,5369,0.00628,0.00103
9011,24.0,D,9011,0.05675,0.00258
9833,36.0,B,9833,0.05832,0.00051
3901,20.0,B,3901,0.00876,0.01456
9055,32.0,E,9055,0.08936,0.00522
2913,32.0,B,2913,0.00381,0.00071
7979,32.0,A,7979,0.02884,0.00034
3651,40.0,A,3651,0.03644,4e-05
6179,32.0,A,6179,0.06722,0.00029
4719,12.0,A,4719,0.05969,0.03434
1589,36.0,F,1589,0.02213,0.0931
4620,24.0,E,4620,0.05318,0.01441
2952,28.0,F,2952,0.00262,0.01777
3594,32.0,C,3594,0.0042,0.00093
1740,36.0,D,1740,0.00189,0.00891
7677,16.0,C,7677,0.05349,0.01548
5136,36.0,B,5136,0.00227,0.00017
77,16.0,C,77,0.08762,0.01377
1625,32.0,A,1625,0.00613,0.00025
6195,24.0,C,6195,0.62836,0.00393
8702,36.0,C,8702,0.00987,0.0016
795,12.0,A,795,0.14484,0.02544
661,16.0,D,661,0.00313,0.00962
37,28.0,F,37,0.00327,0.02637
1270,12.0,F,1270,0.01208,0.05005
1271,40.0,B,1271,0.00506,0.00015
2368,28.0,C,2368,0.02052,0.00338
2384,40.0,B,2384,0.03528,0.00039
4793,36.0,E,4793,0.00263,0.01654
3543,32.0,D,3543,0.0196,0.00872
1850,36.0,A,1850,0.05665,0.00016
5642,16.0,E,5642,0.01269,0.01595
784,36.0,F,784,0.00602,0.0311
6191,28.0,F,6191,0.02565,0.12398
1928,20.0,E,1928,0.00916,0.02687
3265,12.0,F,3265,0.01827,0.05076
6355,12.0,C,6355,0.05256,0.0363
4805,28.0,D,4805,0.01896,0.0112
9671,28.0,B,9671,0.0131,0.00143
753,28.0,F,753,0.01696,0.00772
6420,24.0,F,6420,0.00107,0.00623
3384,36.0,F,3384,0.08055,0.00095
6365,16.0,A,6365,0.04468,0.01139
9370,20.0,E,9370,0.01225,0.0253
1802,32.0,D,1802,0.03317,0.01473
8507,24.0,A,8507,0.04451,0.00293
6724,12.0,A,6724,0.10787,0.05209
4837,40.0,F,4837,0.02236,0.00755
4525,12.0,F,4525,0.10431,0.0203
6560,24.0,A,6560,0.02622,0.00304
8815,24.0,D,8815,0.00299,0.0177
2488,16.0,C,2488,0.1526,0.01134
333,16.0,C,333,0.15643,0.01608
7959,20.0,D,7959,0.12771,0.00676
9062,20.0,E,9062,0.00357,0.00954
6142,40.0,D,6142,0.00216,0.00803
2208,36.0,E,2208,0.0116,0.00227
8419,16.0,B,8419,0.00443,0.01478
6448,36.0,B,6448,0.00931,0.00089
2080,32.0,A,2080,0.03938,0.0002
1914,24.0,B,1914,0.00076,0.00327
6738,28.0,B,6738,0.02591,0.00109
6584,36.0,D,6584,0.04463,0.00308
459,12.0,E,459,0.01812,0.07965
3684,16.0,B,3684,0.02836,0.01705
842,36.0,F,842,0.02422,0.00844
4121,32.0,B,4121,0.00499,0.00043
7549,12.0,A,7549,0.09172,0.03589
9774,40.0,A,9774,0.01557,2e-05
7738,12.0,A,7738,0.15259,0.04615
2022,24.0,E,2022,0.21917,0.01492
3903,20.0,F,3903,0.00535,0.03686
8945,24.0,B,8945,0.01347,0.00261
3435,12.0,A,3435,0.05855,0.01951
3074,32.0,C,3074,0.05466,0.00175
5359,20.0,F,5359,0.01885,0.06073
5111,12.0,B,5111,0.03531,0.06148
4965,16.0,C,4965,0.00915,0.00653
9456,20.0,A,9456,0.00967,0.00789
552,36.0,A,552,0.00249,0.00013
4028,40.0,A,4028,0.01427,5e-05
2578,40.0,D,2578,0.00385,0.00497
4316,32.0,B,4316,0.00152,0.00183
7886,20.0,D,7886,0.0102,0.00886
9487,28.0,D,9487,0.00235,0.00108
6121,28.0,F,6121,0.06921,0.00964
7764,40.0,D,7764,0.00233,0.00205
1924,12.0,C,1924,0.02248,0.03926
1629,24.0,D,1629,0.00145,0.00466
1351,24.0,D,1351,0.00708,0.00143
9705,28.0,E,9705,0.08926,0.01643
2033,12.0,B,2033,0.01742,0.04019
5954,16.0,B,5954,0.01895,0.00785
4221,12.0,A,4221,0.06672,0.02438
4000,36.0,F,4000,0.00193,0.0045
6348,24.0,E,6348,0.01069,0.01851
2906,20.0,D,2906,0.02778,0.00494
8560,28.0,F,8560,0.01665,0.00564
3438,36.0,D,3438,0.00931,0.00529
9804,28.0,F,9804,0.10241,0.02028
1676,20.0,C,1676,0.40855,0.00795
7909,28.0,D,7909,0.04824,0.002
4364,20.0,E,4364,0.13529,0.01881
1297,20.0,E,1297,0.00125,0.02559
3073,20.0,C,3073,0.00853,0.00629
4251,28.0,A,4251,0.01656,0.00109
3961,20.0,C,3961,0.00562,0.01046
7216,24.0,B,7216,0.0218,0.00164
5499,32.0,E,5499,0.16273,0.04773
1115,40.0,E,1115,0.04032,0.00459
2,20.0,E,2,0.0299,0.02773
1196,20.0,E,1196,0.00961,0.01555
8698,16.0,F,8698,0.01888,0.02009
9160,16.0,D,9160,0.01295,0.01898
167,40.0,B,167,0.00592,0.00086
2736,28.0,E,2736,0.00089,0.0039
6292,24.0,C,6292,0.0915,0.00098
1773,20.0,C,1773,0.00367,0.00437
6592,32.0,B,6592,0.02308,0.00057
5004,16.0,E,5004,0.00933,0.048
9047,36.0,B,9047,0.04064,0.0001
6280,28.0,A,6280,0.04224,0.00056
5516,24.0,B,5516,0.00237,0.00249
9284,32.0,B,9284,0.01968,0.00048
1446,36.0,F,1446,0.00202,0.01914
9662,40.0,A,9662,0.06534,8e-05
4772,40.0,C,4772,0.01797,0.00368
8278,36.0,D,8278,0.0975,0.01046
9330,40.0,E,9330,0.00673,0.0006
5321,36.0,C,5321,0.18144,0.00151
9028,20.0,E,9028,0.00247,0.02019
2161,16.0,A,2161,0.04419,0.27738
2802,20.0,D,2802,0.00735,0.01891
1281,20.0,C,1281,0.08373,0.00747
5715,16.0,C,5715,0.01876,0.01849
7615,16.0,E,7615,0.02283,0.01787
3813,36.0,C,3813,0.00642,0.00629
4306,12.0,A,4306,0.03938,0.02785
4563,12.0,D,4563,0.04103,0.02009
4784,12.0,E,4784,0.03185,0.03541
7153,36.0,B,7153,0.01975,0.00042
7865,40.0,A,7865,0.04006,5e-05
25,32.0,D,25,0.02819,0.00813
3976,40.0,C,3976,0.01792,0.00259
6996,40.0,F,6996,0.02037,0.0632
5512,16.0,B,5512,0.01554,0.02602
6646,40.0,D,6646,0.01342,0.00299
4388,36.0,A,4388,0.0271,0.00013
8205,24.0,F,8205,0.01675,0.02025
8349,20.0,B,8349,0.00963,0.00416
8213,36.0,A,8213,0.02088,0.00017
5800,40.0,B,5800,0.0478,7e-05
2614,12.0,C,2614,0.02105,0.01659
5032,12.0,E,5032,0.02183,0.07774
7376,20.0,E,7376,0.05035,0.05521
3316,24.0,F,3316,0.03602,0.01822
2053,32.0,F,2053,0.01491,0.08658
4854,16.0,C,4854,0.01067,0.02091
7233,40.0,D,7233,0.01469,0.00272
5311,40.0,A,5311,0.01014,4e-05
4067,16.0,F,4067,0.07082,0.0371
296,24.0,F,296,0.02279,0.0382
8267,32.0,C,8267,0.00185,0.00363
962,40.0,C,962,0.02061,0.00035
9898,24.0,B,9898,0.56466,0.0018
9343,24.0,C,9343,0.00959,0.00824
3133,12.0,D,3133,0.01446,0.02724
381,16.0,F,381,0.00555,0.01766
574,24.0,A,574,0.02616,0.00178
3914,32.0,D,3914,0.00183,0.00079
4649,20.0,E,4649,0.00388,0.0128
217,32.0,A,217,0.03928,0.00024
8925,20.0,D,8925,0.00666,0.00866
7347,12.0,A,7347,0.03444,0.01857
835,16.0,F,835,0.00589,0.02491
3066,40.0,B,3066,0.01842,0.00051
6671,40.0,A,6671,0.02373,2e-05
8380,40.0,D,8380,0.04241,0.00709
2145,16.0,F,2145,0.08692,0.01897
8325,36.0,A,8325,0.0232,0.00019
3490,20.0,B,3490,0.00454,0.00306
6827,24.0,D,6827,0.00041,0.00422
5890,16.0,A,5890,0.04277,0.01749
5005,24.0,E,5005,0.02337,0.00667
6806,24.0,C,6806,0.10528,0.00545
4415,20.0,C,4415,0.02211,0.01109
7061,40.0,E,7061,0.01194,0.00937
2302,28.0,F,2302,0.00289,0.04129
7014,16.0,C,7014,0.022,0.01246
2714,20.0,F,2714,0.02049,0.04168
2477,36.0,C,2477,0.00518,0.00978
6958,32.0,C,6958,0.00102,0.00188
2079,28.0,C,2079,0.01466,0.0011
3287,28.0,B,3287,0.02378,0.00127
222,36.0,C,222,0.00207,0.00025
9877,36.0,B,9877,0.1197,0.00016
7160,16.0,C,7160,0.04703,0.01341
2765,16.0,D,2765,0.01517,0.01686
991,40.0,D,991,0.02241,0.00161
579,24.0,A,579,0.02734,0.00306
1026,16.0,E,1026,0.04343,0.02359
1521,24.0,A,1521,0.01359,0.00216
2638,36.0,E,2638,0.00329,0.02175
2556,24.0,E,2556,0.07682,0.00922
5963,32.0,B,5963,0.00066,0.00236
6447,12.0,D,6447,0.02792,0.03308
5689,28.0,B,5689,0.00114,0.00134
9852,40.0,C,9852,0.04907,0.00017
1499,32.0,B,1499,0.02876,0.00086
2662,24.0,F,2662,0.0051,0.01306
3445,28.0,E,3445,0.00509,0.00372
1481,16.0,F,1481,0.00278,0.04003
3108,36.0,D,3108,0.01696,0.01398
360,28.0,E,360,0.01957,0.01095
659,40.0,C,659,0.06614,0.00667
1525,40.0,C,1525,0.02407,0.00428
693,40.0,C,693,0.01642,0.00067
4491,12.0,D,4491,0.00848,0.05019
9200,28.0,A,9200,0.00427,0.00069
5148,12.0,C,5148,0.04655,0.03317
925,16.0,E,925,0.05452,0.02394
5032,36.0,D,5032,0.12955,0.00445
1055,20.0,E,1055,0.11197,0.00626
4531,28.0,D,4531,0.01263,0.00463
5843,20.0,E,5843,0.00753,0.01681
7394,32.0,F,7394,0.00581,0.00704
9872,24.0,A,9872,0.04715,0.00153
2540,40.0,E,2540,0.00154,0.01029
5464,20.0,C,5464,0.00789,0.01262
7031,24.0,E,7031,0.07063,0.0297
817,20.0,E,817,0.02983,0.0229
1348,12.0,D,1348,0.08186,0.06025
1960,36.0,B,1960,0.02863,0.0001
2358,16.0,A,2358,0.04159,0.02119
1248,24.0,F,1248,0.00451,0.05592
7447,28.0,F,7447,0.01856,0.02089
6465,16.0,F,6465,0.02216,0.02469
1206,32.0,E,1206,0.02525,0.01611
9824,16.0,F,9824,0.02854,0.04673
8162,32.0,A,8162,0.11904,0.00029
2382,32.0,B,2382,0.00125,0.00057
5776,12.0,A,5776,0.09964,0.03691
4602,32.0,D,4602,0.01649,0.00857
250,32.0,A,250,0.03532,0.00021
5535,28.0,E,5535,0.01328,0.02387
3767,32.0,C,3767,0.0314,0.00098
5884,20.0,C,5884,0.01558,0.00903
5885,12.0,C,5885,0.02945,0.03609
3508,16.0,C,3508,0.00567,0.01482
1568,16.0,E,1568,0.07527,0.08627
9719,40.0,F,9719,0.05707,0.07078
4465,36.0,D,4465,0.00663,0.00038
9881,16.0,D,9881,0.01178,0.02707
5823,28.0,A,5823,0.02904,0.00147
6129,36.0,C,6129,0.01972,0.00036
9602,24.0,F,9602,0.00908,0.03339
2490,12.0,E,2490,0.00336,0.03784
4909,12.0,B,4909,0.05053,0.01885
5489,40.0,C,5489,0.01122,9e-05
7984,36.0,C,7984,0.02139,0.00065
5716,28.0,C,5716,0.03148,0.00214
8783,16.0,D,8783,0.01103,0.01304
6146,12.0,D,6146,0.00552,0.0249
1729,24.0,A,1729,0.0717,0.00241
4735,28.0,F,4735,0.00984,0.04203
832,24.0,E,832,0.01642,0.00497
5789,28.0,A,5789,0.01068,0.00067
2685,24.0,C,2685,0.0018,0.00314
5682,36.0,B,5682,0.00097,0.00046
9489,28.0,D,9489,0.05574,0.00142
9447,24.0,C,9447,0.08487,0.00473
6554,20.0,F,6554,0.01604,0.05257
7874,16.0,B,7874,0.0038,0.00971
8008,16.0,E,8008,0.0047,0.01971
2341,28.0,A,2341,0.02024,0.00062
2145,28.0,E,2145,0.04073,0.01765
3066,24.0,C,3066,0.00794,0.0032
5146,36.0,A,5146,0.05538,0.00012
1677,32.0,F,1677,0.18654,0.00707
4671,12.0,E,4671,0.01711,0.06451
7397,16.0,D,7397,0.09614,0.00871
876,36.0,C,876,0.02429,0.00493
8249,24.0,A,8249,0.05181,0.00284
44,36.0,C,44,0.00042,0.0048
345,20.0,A,345,0.02687,0.00432
5872,36.0,E,5872,0.10456,0.02255
2129,12.0,D,2129,0.00506,0.02513
8850,36.0,F,8850,0.09853,0.03253
1086,40.0,C,1086,0.00342,0.00102
1520,12.0,C,1520,0.03674,0.03453
1716,40.0,A,1716,0.01217,3e-05
7355,36.0,C,7355,0.0162,0.00831
7249,20.0,E,7249,0.01452,0.01299
6154,20.0,B,6154,0.00802,0.00571
2536,24.0,B,2536,0.01278,0.00199
5054,36.0,F,5054,0.00584,0.12269
9963,16.0,F,9963,0.0021,0.01639
6577,24.0,D,6577,0.00402,0.00248
5098,12.0,A,5098,0.13455,0.01822
3004,32.0,F,3004,0.00398,0.00381
2649,32.0,C,2649,0.01212,0.0005
421,32.0,E,421,0.00582,0.01671
5953,20.0,D,5953,0.01777,0.01137
733,36.0,F,733,0.02926,0.01573
8078,28.0,B,8078,0.00616,0.0015
8981,28.0,C,8981,0.17701,0.00118
7602,40.0,C,7602,0.00562,0.00017
4361,32.0,C,4361,0.01943,0.00063
5345,40.0,B,5345,0.00459,0.00162
8496,36.0,B,8496,0.01741,0.00053
5623,36.0,C,5623,0.07393,0.00045
7865,12.0,B,7865,0.03443,0.05517
3496,12.0,E,3496,0.01029,0.02752
2171,28.0,A,2171,0.03216,0.0008
5572,40.0,C,5572,0.00259,0.00093
7043,32.0,E,7043,0.01574,0.00913
6611,40.0,B,6611,0.0095,0.00035
4159,32.0,D,4159,0.00526,0.00108
6908,24.0,F,6908,0.1169,0.00798
2926,24.0,D,2926,0.0287,0.00265
6255,28.0,F,6255,0.07115,0.05036
3177,16.0,B,3177,0.00676,0.01341
2181,24.0,E,2181,0.0032,0.01154
6350,32.0,E,6350,0.00223,0.03056
4321,24.0,E,4321,0.00711,0.00405
5068,20.0,E,5068,0.12036,0.01941
3908,32.0,A,3908,0.01442,0.00045
4171,36.0,E,4171,0.09852,0.01469
7592,28.0,C,7592,0.03011,0.00372
5695,24.0,B,5695,0.0006,0.00113
3795,12.0,E,3795,0.0355,0.04116
9082,32.0,D,9082,0.00273,0.00059
5403,28.0,E,5403,0.00513,0.00488
491,16.0,A,491,0.06674,0.01362
8613,40.0,D,8613,0.00644,0.00102
5487,40.0,F,5487,0.00196,0.07302
5850,32.0,C,5850,0.03899,0.00029
7682,40.0,B,7682,0.05491,5e-05
7567,20.0,B,7567,0.00339,0.00484
2116,24.0,A,2116,0.01554,0.00135
2460,36.0,F,2460,0.07297,0.04179
4284,32.0,C,4284,0.00385,0.00056
9310,24.0,C,9310,0.00274,0.00118
8614,32.0,E,8614,0.05847,0.01108
5273,36.0,B,5273,0.03085,0.00021
9854,20.0,B,9854,0.01887,0.00604
8135,28.0,B,8135,0.00095,0.00126
3575,36.0,B,3575,0.34714,0.0016
8713,36.0,B,8713,0.0122,0.00142
9555,40.0,A,9555,0.02663,5e-05
1536,40.0,A,1536,0.01513,5e-05
2599,28.0,B,2599,0.01169,0.00078
241,12.0,D,241,0.03015,0.03472
624,28.0,D,624,0.00196,0.00121
8066,32.0,A,8066,0.03463,0.00041
578,12.0,E,578,0.02165,0.07754
4776,40.0,B,4776,0.02018,0.0006
3648,36.0,B,3648,0.0105,0.00157
8771,40.0,E,8771,0.07245,0.01583
6815,12.0,C,6815,0.01188,0.02382
1719,28.0,D,1719,0.00046,0.00637
3070,12.0,A,3070,0.04957,0.02018
187,28.0,A,187,0.01749,0.00102
2431,16.0,A,2431,0.07121,0.0158
8310,16.0,B,8310,0.01144,0.00889
2346,36.0,D,2346,0.02834,0.00259
4036,16.0,F,4036,0.01401,0.01091
5516,12.0,F,5516,0.04458,0.03642
249,24.0,D,249,0.00411,0.00376
737,40.0,C,737,0.07513,0.0046
1919,16.0,B,1919,0.00507,0.0169
9048,24.0,F,9048,0.0586,0.0621
3978,20.0,D,3978,0.00905,0.00901
5866,24.0,F,5866,0.02736,0.12415
7953,36.0,E,7953,0.01455,0.02116
4454,16.0,B,4454,0.00725,0.01005
2163,28.0,A,2163,0.02572,0.00157
8581,36.0,C,8581,0.00889,0.00588
2050,32.0,F,2050,0.00743,0.00853
230,16.0,F,230,0.15175,0.01877
4394,24.0,F,4394,0.02795,0.01833
1751,28.0,B,1751,0.00958,0.00064
8072,40.0,F,8072,0.00459,0.00684
3015,40.0,C,3015,0.01055,0.00016
1069,20.0,B,1069,0.04007,0.00665
6359,28.0,D,6359,0.07494,0.00268
5278,12.0,D,5278,0.00314,0.05463
986,32.0,A,986,0.01073,0.00047
6726,28.0,A,6726,0.02506,0.00126
5489,16.0,D,5489,0.01127,0.02654
7733,36.0,A,7733,0.00464,0.00022
581,20.0,D,581,0.01894,0.0063
2747,40.0,F,2747,0.01896,0.01272
353,40.0,D,353,0.00449,0.00153
3498,32.0,B,3498,0.17589,0.00066
9342,20.0,E,9342,0.02068,0.01934
1504,16.0,B,1504,0.02159,0.00793
2710,20.0,E,2710,0.01596,0.03072
289,12.0,E,289,0.08778,0.05207
3202,16.0,D,3202,0.00241,0.02233
6006,20.0,A,6006,0.07054,0.00477
9323,36.0,A,9323,0.00632,0.00012
8524,36.0,F,8524,0.01798,0.01766
4664,16.0,D,4664,0.0056,0.0303
3330,12.0,D,3330,0.0302,0.04283
2977,32.0,A,2977,0.034,0.00023
2626,36.0,A,2626,0.01954,0.0001
3901,20.0,F,3901,0.0082,0.01172
6741,40.0,E,6741,0.03234,0.01693
7335,40.0,C,7335,0.00678,0.00064
1766,36.0,B,1766,0.05176,0.00053
8669,32.0,C,8669,0.00718,0.0004
9639,28.0,E,9639,0.02709,0.00443
2986,28.0,C,2986,0.005,0.00061
249,40.0,F,249,0.00305,0.02717
8216,28.0,B,8216,0.54276,0.00136
560,24.0,D,560,0.00509,0.0208
4689,32.0,F,4689,0.00523,0.1108
6701,24.0,B,6701,0.00555,0.00236
5898,32.0,A,5898,0.05832,0.00058
3413,28.0,D,3413,0.00559,0.004
2592,20.0,F,2592,0.02519,0.02443
4473,32.0,D,4473,0.00724,0.00017
2200,16.0,A,2200,0.02543,0.01422
7250,40.0,E,7250,0.48619,0.04739
4248,36.0,E,4248,0.04964,0.01078
2786,36.0,D,2786,0.00755,0.00169
4216,32.0,E,4216,0.01331,0.01069
1691,40.0,B,1691,0.15335,0.00056
4040,32.0,E,4040,0.0124,0.03289
7356,20.0,E,7356,0.00558,0.03398
6674,32.0,B,6674,1.07806,0.00096
7970,20.0,B,7970,0.02454,0.00585
5393,24.0,C,5393,0.00783,0.00196
1162,36.0,D,1162,0.03876,0.01826
1238,20.0,A,1238,0.02587,0.00612
1727,20.0,C,1727,0.02993,0.00449
7581,16.0,F,7581,0.22097,0.04247
5747,40.0,C,5747,0.01934,0.01096
9385,36.0,B,9385,0.01634,0.00014
2419,16.0,E,2419,0.01878,0.02508
2275,28.0,F,2275,0.00786,0.00387
6845,36.0,A,6845,0.04069,0.00012
804,28.0,A,804,0.03095,0.00108
2230,28.0,B,2230,0.01663,0.00057
8031,16.0,E,8031,0.08769,0.05332
2224,32.0,E,2224,0.01231,0.01778
4454,28.0,B,4454,0.00514,0.00058
1252,40.0,F,1252,0.01369,0.01629
3138,24.0,D,3138,0.05203,0.00566
8887,36.0,D,8887,0.00733,0.00104
4269,16.0,A,4269,0.06023,0.01668
6875,20.0,A,6875,0.03139,0.00405
3495,28.0,E,3495,0.06198,0.00887
2165,20.0,F,2165,0.02064,0.01206
481,40.0,C,481,0.0301,0.0023
861,28.0,A,861,0.0224,0.00063
1104,12.0,A,1104,0.03066,0.01672
2918,28.0,C,2918,0.14349,0.00681
1739,16.0,D,1739,0.01825,0.01296
7395,16.0,F,7395,0.01172,0.06995
1961,20.0,C,1961,0.03476,0.00442
9392,16.0,D,9392,0.03497,0.03442
2878,24.0,F,2878,0.12034,0.01061
3907,24.0,C,3907,0.00447,0.00251
1035,32.0,C,1035,0.05125,0.0006
3422,16.0,F,3422,0.00384,0.05856
1334,32.0,B,1334,0.00754,0.00047
1426,28.0,D,1426,0.18064,0.00171
2519,40.0,D,2519,0.0058,0.00122
7849,16.0,D,7849,0.01346,0.0125
6250,20.0,F,6250,0.01542,0.04818
1284,28.0,E,1284,0.02601,0.00699
4908,16.0,D,4908,0.05218,0.01417
8317,40.0,A,8317,0.07839,3e-05
3841,24.0,C,3841,0.11405,0.00391
1775,32.0,F,1775,0.02536,0.00857
3138,36.0,B,3138,0.00191,0.00037
9141,32.0,B,9141,0.02994,0.00118
8691,16.0,F,8691,0.01593,0.05567
7677,24.0,D,7677,0.06595,0.00662
9731,16.0,E,9731,0.0696,0.05551
1333,24.0,C,1333,0.02433,0.0023
547,20.0,D,547,0.00966,0.01015
4700,24.0,A,4700,0.00344,0.00111
606,24.0,E,606,0.0048,0.01237
290,12.0,D,290,0.02361,0.04078
1360,28.0,F,1360,0.05048,0.14545
8360,16.0,D,8360,0.00074,0.02003
9464,16.0,F,9464,0.01547,0.04589
8522,40.0,F,8522,0.03015,0.04007
7186,36.0,C,7186,0.00595,0.00033
775,16.0,B,775,0.00353,0.01281
6005,28.0,A,6005,0.018,0.00105
7166,36.0,A,7166,0.02879,9e-05
7483,24.0,B,7483,0.03747,0.00183
1877,20.0,F,1877,0.00286,0.03077
4636,28.0,D,4636,0.00708,0.00301
4956,12.0,C,4956,0.00723,0.03485
2120,12.0,D,2120,0.03562,0.04622
5458,24.0,B,5458,0.00903,0.00273
1466,28.0,F,1466,0.05695,0.04829
1931,36.0,F,1931,0.00791,0.02048
9641,28.0,D,9641,0.00175,0.00425
496,12.0,F,496,0.05645,0.02889
6114,12.0,B,6114,0.13896,0.03954
9177,40.0,B,9177,0.00524,0.00078
173,16.0,B,173,0.01463,0.01153
5583,16.0,D,5583,0.01893,0.00806
1454,24.0,A,1454,0.03398,0.00226
8759,28.0,A,8759,0.02635,0.00122
7124,20.0,C,7124,0.01832,0.00578
3948,36.0,E,3948,0.0077,0.03163
3280,24.0,D,3280,0.00617,0.01133
9034,20.0,A,9034,0.02561,0.00401
9890,40.0,D,9890,0.01346,0.00053
7376,16.0,D,7376,0.01435,0.01151
6068,16.0,E,6068,0.01262,0.02032
7439,40.0,D,7439,0.00227,0.00644
9080,40.0,F,9080,0.01105,0.02555
1108,36.0,F,1108,0.01516,0.06176
2566,32.0,B,2566,0.02328,0.0004
5619,36.0,D,5619,0.01546,0.00602
6980,32.0,A,6980,0.02366,0.00033
6823,40.0,D,6823,0.00331,0.0007
2763,32.0,E,2763,0.01564,0.00914
1285,40.0,B,1285,0.00509,0.0005
7152,36.0,D,7152,0.02219,0.0008
1447,20.0,A,1447,0.02929,0.00501
1803,36.0,E,1803,0.03425,0.06866
5707,12.0,A,5707,0.09213,0.01495
2743,28.0,F,2743,0.04716,0.00495
4516,24.0,D,4516,0.00128,0.00238
1974,24.0,B,1974,0.00143,0.00236
6434,20.0,B,6434,0.00644,0.00302
1114,36.0,A,1114,0.02997,0.00012
1153,32.0,F,1153,0.00792,0.02085
9702,28.0,E,9702,0.00192,0.00341
4008,24.0,C,4008,0.13173,0.00614
7469,20.0,F,7469,0.02035,0.01496
4677,16.0,B,4677,0.132,0.01276
502,20.0,E,502,0.03588,0.00768
3764,20.0,F,3764,0.00539,0.0134
6926,32.0,F,6926,0.0067,0.02316
7931,36.0,B,7931,0.00776,0.00101
8357,36.0,A,8357,0.042,0.00013
130,28.0,C,130,0.01296,0.01269
9717,20.0,A,9717,0.04974,0.00407
9403,40.0,E,9403,0.003,0.01231
5505,16.0,C,5505,0.03315,0.01653
6639,16.0,A,6639,0.14101,0.34149
3535,32.0,E,3535,0.00931,0.01159
6,12.0,F,6,0.02422,0.01865
6746,24.0,C,6746,0.00739,0.00301
7848,36.0,A,7848,0.03154,9e-05
6481,20.0,F,6481,0.00323,0.03155
516,20.0,F,516,0.00424,0.05812
2790,20.0,B,2790,0.04546,0.00572
8009,32.0,A,8009,0.05652,0.00028
207,36.0,E,207,0.0101,0.04259
6716,12.0,A,6716,0.08553,0.03258
5325,16.0,B,5325,0.00275,0.0127
6238,32.0,E,6238,0.01635,0.00867
4317,28.0,C,4317,0.0042,0.00235
2519,20.0,F,2519,0.01336,0.03823
229,20.0,F,229,0.01888,0.05953
1024,16.0,C,1024,0.05657,0.01732
2570,24.0,D,2570,0.01291,0.00368
2990,40.0,C,2990,0.00374,0.00045
9495,36.0,B,9495,0.07284,0.00015
8447,36.0,D,8447,0.80615,0.00129
4755,32.0,F,4755,0.01816,0.04948
1226,32.0,A,1226,0.02843,0.00033
7568,40.0,F,7568,0.00784,0.03235
9471,24.0,C,9471,0.03062,0.00204
4069,16.0,B,4069,0.1094,0.00513
9796,20.0,C,9796,0.04459,0.02688
323,20.0,B,323,0.00671,0.00662
8179,24.0,C,8179,0.01507,0.00132
6499,20.0,B,6499,0.03706,0.00364
7226,16.0,D,7226,0.01235,0.02151
8347,28.0,F,8347,0.05271,0.01753
2964,40.0,B,2964,0.00418,6e-05
3970,36.0,B,3970,0.02225,0.00079
2200,16.0,F,2200,0.01165,0.04742
8099,36.0,B,8099,0.00694,0.00046
7717,24.0,E,7717,0.00527,0.00696
