channel_taps,HE-LTF
0.679442682401905,-0.318730536805162
0.679442682401905,-0.326714831824087
0.679442682401905,0.321310291069028
0.679442682401905,-0.330203706651604
0.679442682401905,0.307088816103246
0.679442682401905,-0.38046756474483
0.679442682401905,0.352132330490644
0.679442682401905,0.339050622917728
0.679442682401905,0.345055640375505
0.679442682401905,-0.367466145233344
0.679442682401905,0.33294956879361
0.679442682401905,0.339907408302034
0.679442682401905,0.362970084772907
0.679442682401905,-0.301435624110905
0.679442682401905,-0.33258543308425
0.679442682401905,0.332765601936962
0.679442682401905,-0.341367463055577
0.679442682401905,-0.374577557831121
0.679442682401905,-0.336772868665577
0.679442682401905,-0.299610846157714
0.679442682401905,-0.314874776472461
0.679442682401905,0.27617618728109
0.679442682401905,0.354719127218335
0.679442682401905,-0.290338497279876
0.679442682401905,-0.334927224628344
0.679442682401905,-0.367951480410595
0.679442682401905,-0.332658122762439
0.679442682401905,0.272573059915026
0.679442682401905,0.320649651412466
0.679442682401905,-0.312006296750689
0.679442682401905,0.29495635555897
0.679442682401905,-0.330767920135528
0.679442682401905,0.301181317907548
0.679442682401905,0.364152553587065
0.679442682401905,0.311725153540745
0.679442682401905,0.303060917881004
0.679442682401905,-0.328970206537869
0.679442682401905,0.318560325538969
0.679442682401905,-0.321470630140107
0.679442682401905,-0.327710208000571
0.679442682401905,0.292856604264531
0.679442682401905,0.315140488345465
0.679442682401905,-0.342721257142178
0.679442682401905,0.319535985974663
0.679442682401905,0.369032968329332
0.679442682401905,0.318342964665341
0.679442682401905,0.31981363038916
0.679442682401905,-0.294038842143316
0.679442682401905,-0.325445849403814
0.679442682401905,0.316486132610488
0.679442682401905,-0.325626449366667
0.679442682401905,-0.362204936631057
0.679442682401905,-0.359186473615498
0.679442682401905,0.274302609279156
0.679442682401905,0.314831719051462
0.679442682401905,0.315403320524778
0.679442682401905,0.353032688516329
0.679442682401905,-0.32563019554839
0.679442682401905,0.325563147436473
0.679442682401905,0.346683294359834
0.679442682401905,-0.30598043360366
0.679442682401905,-0.297382989464407
0.679442682401905,-0.317967101700451
0.679442682401905,-0.314960949176044
0.679442682401905,0.325741621500312
0.679442682401905,-0.319095117056506
0.679442682401905,-0.330800039582797
0.679442682401905,0.339521504726924
0.679442682401905,0.334403054498197
0.679442682401905,-0.355675545385875
0.679442682401905,0.33872958612803
0.679442682401905,-0.371070007075428
0.679442682401905,-0.305307016217406
0.679442682401905,-0.339291978829774
0.679442682401905,-0.338433745601742
0.679442682401905,0.343587759075971
0.679442682401905,-0.262652347993282
0.679442682401905,0.354670126442441
0.679442682401905,-0.331523364242108
0.679442682401905,-0.348880918108725
0.679442682401905,-0.342336449495977
0.679442682401905,-0.289912158097203
0.679442682401905,-0.340530602145019
0.679442682401905,-0.292575470399847
0.679442682401905,0.297540053627749
0.679442682401905,0.339219314073935
0.679442682401905,-0.313198652392347
0.679442682401905,-0.334090798075441
0.679442682401905,-0.264397253206477
0.679442682401905,-0.347708194764843
0.679442682401905,-0.337646921793775
0.679442682401905,0.334760360056626
0.679442682401905,-0.33313128542663
0.679442682401905,-0.390856649962351
0.679442682401905,0.312199240915125
0.679442682401905,0.334117278222269
0.679442682401905,0.344946850275734
0.679442682401905,-0.311862532401967
0.679442682401905,0.313096579032573
0.679442682401905,0.340932488625412
0.679442682401905,0.326834775228039
0.679442682401905,-0.342525273178833
0.679442682401905,0.304300479796965
0.679442682401905,-0.317432706999275
0.679442682401905,0.345307434470036
0.679442682401905,-0.317194472075857
0.679442682401905,-0.328237769506503
0.679442682401905,-0.341599942152097
0.679442682401905,-0.326555028283512
0.679442682401905,-0.295665438689068
0.679442682401905,0.290167393367239
0.679442682401905,0.299116816052963
0.679442682401905,0.373525858357558
0.679442682401905,-0.322933976223518
0.679442682401905,-0.343834326062467
0.679442682401905,-0.317451235798093
0.679442682401905,0.335275395560056
0.679442682401905,-0.340264751179304
0.679442682401905,0.300291578070434
0.679442682401905,0.351645818064666
0.679442682401905,0.295829596838799
0.679442682401905,-0.320030702377082
0.679442682401905,0.332463062738413
0.679442682401905,-0.318330076462035
0.679442682401905,0.326931665034609
0.679442682401905,-0.336224439339893
0.679442682401905,0.315719428739659
0.679442682401905,0.295825243454959
0.679442682401905,-0.35382744278961
0.679442682401905,0.320823398673583
0.679442682401905,0.336087399262605
0.679442682401905,0.343310741668379
0.679442682401905,-0.290205963211892
0.679442682401905,-0.339377808373297
0.679442682401905,0.32550966245007
0.679442682401905,-0.309414249759079
0.679442682401905,-0.366143464194667
0.679442682401905,0.3297813364673
0.679442682401905,-0.29452692275324
0.679442682401905,0.347663032441525
0.679442682401905,-0.286930935203388
0.679442682401905,0.325892862226467
0.679442682401905,0.318853285271691
0.679442682401905,0.294993961042721
0.679442682401905,-0.347872371366302
0.679442682401905,0.304184382226687
0.679442682401905,0.29380591489528
0.679442682401905,0.295216782086904
0.679442682401905,-0.346742461727296
0.679442682401905,-0.33654268965751
0.679442682401905,0.31612014393805
0.679442682401905,-0.309976067633935
0.679442682401905,-0.283452740616943
0.679442682401905,-0.299153942037416
0.679442682401905,-0.331655343653259
0.679442682401905,-0.327410417870586
0.679442682401905,0.35062585327045
0.679442682401905,0.311473744666602
0.679442682401905,-0.324451426846769
0.679442682401905,-0.331921213322033
0.679442682401905,-0.326604758640271
0.679442682401905,-0.359204329855395
0.679442682401905,-0.294902717136901
0.679442682401905,-0.273579753210037
